Tag,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
fuel_(artist),0,0,0,0,0,0,0,0,0,0,172,201,625,229,59,111,43,54
atelid,0,1,0,1,1,5,4,16,10,24,20,21,8,33,39,43,43,54
void_monster,0,0,0,1,2,3,13,11,38,27,26,32,28,16,15,43,43,54
trainer_role_reversal,0,0,0,0,0,10,2,2,2,7,7,11,9,16,33,40,43,54
head_push,0,0,2,0,0,0,0,0,7,4,4,5,5,7,27,35,43,54
scolding,0,0,0,3,0,4,0,2,2,2,3,9,4,16,37,30,43,54
fried_egg,0,1,1,0,2,1,2,0,4,8,4,11,20,37,32,74,42,54
pantheggon,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,72,42,54
blood_on_teeth,0,0,0,0,1,0,1,1,0,1,2,1,2,13,20,45,42,54
atomic_wedgie,0,0,0,0,0,1,0,0,0,3,4,1,3,7,20,45,42,54
green_ribbon,1,0,0,1,3,2,2,3,2,2,2,2,6,6,15,39,42,54
holding_toy,3,8,9,14,9,4,2,7,3,13,36,16,9,22,24,29,42,54
fake_rabbit_tail,0,0,2,1,4,1,5,2,14,8,10,9,12,17,18,29,42,54
sitting_on_pillow,0,0,0,0,0,1,0,1,0,0,3,0,0,5,14,22,42,54
robin_dismas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,42,54
offscreen_human,0,0,0,0,0,0,0,1,0,0,0,1,2,15,51,67,41,54
rowlet,0,0,0,0,0,0,0,0,0,181,74,64,56,26,59,57,41,54
sweaty_paws,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,30,41,54
steenee,0,0,0,0,0,0,0,0,0,44,49,37,34,42,64,63,40,54
black_nail_polish,0,0,0,0,0,0,0,0,0,0,0,1,4,17,21,30,40,54
asymmetrical_footwear,0,0,0,0,0,0,0,3,2,2,1,0,0,3,13,28,40,54
dog_treat,0,0,1,4,3,3,7,4,40,32,22,22,16,21,32,36,39,54
bruised_arm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,21,39,54
tail_covering_crotch,0,0,2,0,1,1,1,0,0,0,0,1,1,11,25,31,38,54
elpatrixf,0,0,0,0,0,0,253,276,387,124,16,130,124,49,18,31,38,54
ear_clip,3,2,3,4,1,0,2,2,2,3,14,5,7,5,10,17,38,54
potoobrigham,0,0,0,0,1,3,13,2,1,14,112,81,51,27,42,57,37,54
cowl,0,0,0,1,4,4,4,2,2,6,6,8,17,19,31,59,36,54
pearl_ear_ring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,36,54
against_rock,0,1,0,3,1,0,1,1,2,4,2,5,5,8,37,17,36,54
teal_ears,0,1,0,6,2,1,0,1,0,1,1,1,2,8,11,17,36,54
sweaty_tail,0,0,0,0,0,0,0,1,9,2,3,7,6,5,35,50,35,54
thetyrant,0,0,0,0,0,0,0,0,0,0,0,1,53,6,34,33,35,54
rangstrom,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,20,35,54
pale-skinned_female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,47,34,54
haunted,0,0,2,0,2,2,3,0,4,12,6,15,11,5,9,20,34,54
unsavoryimpcat,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,34,54
argyle_(pattern),0,1,1,1,1,0,1,0,9,5,14,37,19,7,14,8,34,54
license_plate,1,0,0,3,1,2,4,2,1,5,4,17,11,9,28,36,32,54
the_three_caballeros,1,2,0,1,0,6,1,3,9,14,33,39,70,39,31,34,32,54
galvanic_mechamorph,0,0,0,0,0,0,2,1,0,2,2,1,1,2,7,24,32,54
game_background,5,2,2,8,4,4,13,20,15,6,2,5,10,11,11,19,32,54
public_service_announcement,2,1,2,6,9,3,4,6,7,6,9,9,11,46,34,37,31,54
holding_photo,1,0,0,2,3,0,3,4,0,0,5,3,6,11,21,25,31,54
fizzpop,0,0,0,0,0,0,0,0,0,0,0,21,10,10,20,21,31,54
blue_monochrome,0,0,0,0,0,0,1,3,0,0,2,3,1,2,2,4,31,54
bluebambo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,54
comfortable,0,0,1,0,2,0,2,0,5,3,1,1,1,9,18,28,30,54
clumsy,0,2,1,1,2,3,0,5,4,3,8,26,7,11,26,27,30,54
dragonmaid_(yu-gi-oh!),0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,102,29,54
death_piss,0,0,1,0,4,4,3,3,18,10,16,19,23,20,46,64,29,54
teal_highlights,0,0,4,30,10,6,5,1,1,2,5,8,6,15,47,22,29,54
lawgx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,54
arm_on_knee,2,0,1,2,2,2,0,0,9,2,5,5,10,8,34,50,28,54
hidden_vibrator,0,1,0,4,1,4,8,5,11,10,35,53,41,36,50,28,28,54
wii,7,5,11,25,27,27,39,24,49,45,20,15,34,34,33,25,28,54
glistening_back,0,0,0,0,0,0,0,2,2,2,0,3,4,5,15,16,28,54
arm_accessory,3,3,2,1,0,0,3,2,0,0,0,1,1,4,10,10,28,54
thistle_(frisky_ferals),0,0,0,0,7,5,4,1,9,1,3,1,4,45,4,43,27,54
grey_stockings,3,11,0,5,2,0,3,0,2,4,2,3,9,10,29,38,27,54
hamili,0,0,0,0,0,0,0,0,4,9,13,28,22,53,34,34,27,54
ovipositor_in_ass,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,27,54
nose_kiss,0,0,0,1,1,1,4,6,6,17,20,6,15,19,22,30,26,54
enookie,0,0,0,0,0,0,0,17,25,9,26,113,380,53,44,24,26,54
doodle_(doodledoggy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,26,54
rocksteady,0,0,2,7,3,9,14,21,10,21,21,19,25,23,29,32,25,54
tatsumaki,0,0,0,0,0,0,0,0,0,7,8,1,5,6,11,28,25,54
jotaro_kujo,2,0,2,1,1,1,8,5,4,22,10,11,15,30,34,24,25,54
glowing_insides,0,0,0,0,0,1,0,0,1,2,4,2,1,10,15,18,25,54
skippyarts,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,44,24,54
diaper_bag,0,1,0,0,0,0,2,0,0,0,1,3,14,20,9,22,24,54
joanna_watterson,0,0,0,0,1,0,0,0,0,2,0,6,1,1,5,12,24,54
stylized_text,0,1,6,0,0,0,0,2,2,7,3,6,8,35,67,44,23,54
custom_ink,0,0,0,0,0,0,0,0,0,0,0,4,1,4,18,13,23,54
wolfyzeeb,0,0,0,0,0,0,0,0,0,0,0,0,0,14,94,60,22,54
reveal,1,1,9,20,28,13,16,12,22,22,20,23,23,25,29,37,22,54
ledange,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,25,22,54
looking_at_prey,0,0,0,0,0,0,0,0,0,0,1,2,1,3,5,15,22,54
saturn_(planet),0,0,1,0,0,3,0,1,4,0,7,3,4,13,14,21,20,54
blue_pup_mask,0,0,0,0,0,0,0,0,0,0,0,6,6,8,5,13,20,54
animal_skull,0,0,0,0,0,1,1,0,0,2,3,1,0,4,11,7,20,54
preparation,0,1,4,1,1,0,0,0,1,3,1,4,13,15,17,24,19,54
red_helmet,1,6,1,2,1,0,0,1,0,0,1,2,3,5,14,22,18,54
uro0000,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,19,18,54
shiaz,0,0,0,0,0,0,0,0,0,1,0,1,1,4,7,12,15,54
hedgehog_humanoid,0,0,2,2,14,0,5,0,0,4,0,9,20,18,7,24,14,54
frostedchase,0,0,0,0,0,0,0,0,3,3,6,0,0,13,45,82,13,54
theloanwanderer216,0,0,0,0,0,0,0,0,0,0,0,14,0,1,57,17,13,54
hiromoru,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,12,13,54
throb,0,0,1,1,3,4,7,4,5,5,4,2,9,7,12,11,13,54
rika_(artist),0,0,3,36,27,35,29,50,58,49,28,27,14,35,77,43,11,54
pink_speech_bubble,0,0,0,0,0,2,1,0,0,3,4,5,4,17,27,13,11,54
dolphinproject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,54
poison_trail,0,0,0,0,0,0,1,11,22,16,27,20,24,30,15,29,10,54
holding_hose,0,0,2,2,1,0,0,1,0,1,3,0,0,8,11,16,10,54
eve_(wall-e),0,0,0,3,1,0,2,1,0,3,2,3,1,18,5,15,10,54
chris_(doomhelm),0,0,0,0,0,0,0,0,0,4,8,17,0,2,10,3,10,54
gynomorph_human,0,0,0,0,0,0,3,1,1,2,1,2,1,4,4,6,9,54
bruxish,0,0,0,0,0,0,0,0,0,20,21,9,3,1,1,3,7,54
knob,0,0,0,0,0,3,0,1,8,2,4,1,1,13,11,11,6,54
qr-code,0,0,0,0,0,0,0,0,0,29,14,14,13,28,3,8,4,54
monotone_stockings,6,1,5,1,4,7,21,6,14,14,4,2,6,19,11,10,1,54
after_market_universe,0,0,0,0,0,0,0,0,0,16,3,5,7,14,0,8,1,54
traknoch,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,5,1,54
greater_roadrunner,1,0,2,1,1,2,4,3,13,15,6,6,9,2,1,0,1,54
engines,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,54
faf,0,0,0,0,0,0,0,4,448,206,41,22,1,0,0,13,0,54
honest_radish,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,10,0,54
furnut,1,0,4,4,25,8,37,39,18,20,25,26,14,80,66,31,477,53
motion_onomatopoeia,0,0,5,2,5,5,20,12,20,38,88,90,127,248,489,905,308,53
human_penetrating_robot,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,15,221,53
walking_wake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,53
freckledcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,161,53
vanilla_(sincastermon),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,158,53
raccoon_sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152,53
wintie,0,0,0,0,0,0,0,0,0,2,4,6,7,20,14,38,143,53
noctoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,85,141,53
dual_persona,3,4,4,11,21,21,58,15,20,37,26,25,19,50,37,54,138,53
eiden_(nu:_carnival),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,123,53
charliepops,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,53
hammerhead_(petruz),0,0,0,0,0,0,0,0,0,0,0,0,11,34,36,46,116,53
ghostwolf,1,0,0,2,1,0,0,1,15,2,0,2,8,3,17,123,115,53
kalivero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,115,53
text_on_panties,1,0,0,0,2,4,5,3,9,12,22,27,36,65,93,125,114,53
jay-r_(character),0,0,0,0,0,0,0,0,0,0,0,1,1,34,42,70,108,53
gerudo_outfit,0,0,0,0,0,0,0,0,0,0,49,43,45,41,30,35,106,53
grey_head,1,0,0,0,1,2,1,0,28,1,0,0,3,4,29,60,103,53
baron_engel,0,0,1,0,2,1,12,5,0,7,22,3,28,46,196,105,101,53
female_rimmed,0,0,0,0,0,2,0,1,2,3,6,3,4,5,2,23,95,53
alphonse_(james_howard),0,0,0,0,0,0,0,0,0,0,0,0,0,71,99,92,93,53
mule_deer,1,0,7,35,21,6,16,31,67,61,50,60,48,100,94,165,91,53
red_panda_mirr,0,0,0,0,0,0,0,0,0,0,0,0,7,38,45,12,91,53
non_oviparous_oviposition,2,0,5,8,6,5,5,16,26,31,39,21,27,41,42,82,90,53
allie_von_schwarzenbek,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,78,90,53
navel_play,0,0,0,0,0,0,0,0,0,1,0,1,7,3,10,52,89,53
soyjak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,89,53
patto,0,0,33,127,61,108,73,220,171,153,132,70,62,63,138,128,87,53
pulred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,87,53
smudge_proof,0,0,1,1,19,31,300,397,360,375,321,258,184,138,92,88,85,53
tigrex,0,1,1,1,11,6,7,24,50,32,33,24,18,30,61,69,85,53
reptilligator,0,0,0,0,0,0,0,0,0,0,0,4,25,147,229,182,84,53
pochemu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,81,84,53
mother_puss,0,0,0,0,0,0,0,0,3,12,21,22,22,20,13,36,83,53
yookie,0,0,0,0,0,0,0,0,2,5,1,7,1,13,58,332,81,53
crescentia_fortuna,0,0,0,0,0,0,0,0,12,17,2,1,1,7,11,22,81,53
lagomorph_penis,0,0,0,2,0,0,1,0,34,97,9,10,8,15,46,89,80,53
pmd:_icma,0,0,0,0,0,0,0,0,0,0,0,0,0,87,240,81,80,53
toast,5,0,0,7,19,20,23,14,34,20,22,42,35,42,63,64,80,53
swingers,0,0,0,0,1,1,4,1,5,4,9,4,15,16,25,37,80,53
ginger_(iginger),0,0,0,0,0,5,6,24,46,0,1,0,0,0,16,21,80,53
accidentally_gay,0,0,0,2,8,1,11,7,12,25,26,35,21,32,36,42,79,53
text_on_hoodie,0,0,0,1,1,1,3,3,6,7,22,27,49,139,192,109,78,53
kkoart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,97,78,53
light_eyebrows,14,3,9,1,11,14,10,4,3,5,5,9,5,16,17,53,77,53
disgaea,4,1,14,25,67,45,43,39,65,53,59,59,77,106,139,59,76,53
nippon_professional_baseball,2,3,1,0,36,22,14,22,63,45,34,27,25,42,48,164,75,53
blacktip_reef_shark,0,0,0,0,1,3,3,0,12,7,13,4,2,19,44,86,75,53
pecs_touching,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,32,75,53
scafen_(artist),0,0,0,0,0,0,0,0,0,0,0,5,16,33,118,82,74,53
plastic,1,1,1,8,5,3,7,14,12,14,9,10,13,37,39,49,74,53
penny_fenmore,0,0,0,0,0,0,0,0,0,0,0,14,51,72,55,43,74,53
devious,0,0,1,1,5,4,5,16,6,10,30,5,19,16,32,28,74,53
chien-pao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,74,53
red_yoshi,1,2,2,3,4,3,5,6,23,25,31,27,45,29,26,26,74,53
lemonbizate,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,92,73,53
jet_pack,0,1,3,14,20,4,13,13,13,21,21,14,19,36,47,83,73,53
fth_crossgender,1,1,3,2,4,14,45,23,64,32,41,43,37,85,86,69,73,53
lin_(helluva_boss),0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,73,53
vivisection,1,0,0,1,3,1,3,1,1,6,16,6,2,17,20,40,73,53
multicolored_jewelry,8,5,7,19,7,7,7,14,12,15,14,9,13,15,18,81,72,53
wolfanine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,72,53
curled_mane,0,0,0,2,2,10,11,13,4,1,0,0,4,5,1,5,72,53
elizabeth_mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,53
chakat,14,15,20,36,22,47,27,15,15,44,65,86,89,80,150,36,71,53
crimson_(helluva_boss),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,53
ratte,0,0,0,10,32,7,62,106,180,133,129,111,103,109,74,96,70,53
fingered_while_fellating,1,2,0,2,2,5,2,7,12,11,7,26,24,20,24,49,70,53
chupadore,0,0,0,0,0,0,0,0,0,4,7,3,0,6,47,81,69,53
catcouch,0,0,0,0,0,0,0,1,6,18,21,105,109,117,83,57,68,53
abused,0,0,0,1,0,0,0,0,5,5,7,5,3,22,19,44,68,53
zooshi,0,0,0,4,1,0,2,21,43,65,90,143,131,68,72,119,66,53
patricia_bunny,0,0,0,0,0,0,4,5,45,67,53,51,23,43,58,77,65,53
runny_nose,0,0,1,1,0,2,8,2,2,5,10,9,7,16,22,41,64,53
latex_skirt,0,0,0,0,1,0,0,0,0,0,2,3,0,6,9,19,64,53
blulesnsfw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,123,63,53
zerva_von_zadok_(capesir),0,0,0,0,0,0,0,0,0,2,1,11,22,31,124,82,63,53
boyfriend_(fnf),0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,57,63,53
arm_guards,6,0,4,3,0,0,0,2,2,6,4,9,21,36,18,49,63,53
gorou_(genshin_impact),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,123,62,53
hand_over_head,4,0,0,2,2,3,1,0,4,9,9,9,7,28,44,80,62,53
switch_console,0,0,0,0,0,0,0,0,0,0,2,7,22,29,43,59,62,53
cum_as_food,1,0,0,3,6,8,5,7,10,9,19,22,30,31,31,41,62,53
disc_jockey,0,2,2,131,56,44,53,31,50,60,69,55,45,81,36,56,61,53
muscular_taur,2,2,4,11,16,8,16,21,32,47,77,65,38,43,58,65,60,53
gynomorph_penetrating_ambiguous,0,0,1,1,1,1,3,2,6,13,28,22,38,57,34,55,60,53
submerged_legs,32,26,65,105,107,55,52,51,115,150,270,237,315,661,173,42,60,53
trixythespiderfox,0,0,0,1,0,0,0,9,2,93,43,57,54,33,50,42,60,53
zartersus,0,0,0,0,0,0,0,0,0,0,0,0,9,9,32,36,60,53
pepper_(fruit),0,1,4,2,2,7,2,4,4,11,13,15,16,19,26,36,60,53
outside_panel,60,45,89,7,1,0,1,1,1,3,4,7,11,21,46,380,59,53
pat_(lapatte),0,0,0,0,0,0,0,0,0,1,18,26,17,35,35,47,59,53
gameplay,0,0,1,1,0,0,0,1,2,4,6,2,5,28,30,22,59,53
friends_vs_friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,53
gabby_(mlp),0,0,0,0,0,0,0,0,0,92,49,42,57,73,69,178,58,53
comorito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63,58,53
ande_(hima_nsfw),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53
hisuian_goodra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,57,53
fairy_tail,0,0,0,2,1,62,30,35,98,95,78,40,51,33,72,61,56,53
on_knee,0,0,0,0,0,0,0,0,0,1,12,8,9,18,11,48,56,53
3d_glasses,0,0,0,2,3,2,1,6,3,6,16,28,21,17,22,37,56,53
chirasgi,0,0,0,0,7,0,2,2,0,12,1,6,2,7,2,205,55,53
spiral_penis,0,0,2,4,2,5,4,27,11,18,31,25,53,36,80,82,55,53
olive_(fruit),0,0,2,9,3,5,8,6,5,21,12,19,6,23,33,77,55,53
dallas_burnside_(forestdale),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,53
banana_peel,0,2,2,2,4,4,13,2,5,7,15,21,22,23,35,27,55,53
playstation_5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,42,54,53
hyper_clitoris,1,0,2,1,0,1,7,2,1,6,5,7,12,16,17,34,53,53
white_lips,0,0,1,1,1,1,5,2,6,5,16,5,6,13,24,36,52,53
sitting_on_glass,0,0,0,0,1,0,3,0,0,0,1,4,6,15,84,78,51,53
eraser,1,0,4,10,13,16,10,15,11,14,19,21,40,36,42,46,51,53
circle_background,0,0,0,0,1,0,0,1,1,1,2,1,5,11,35,43,51,53
denim_skirt,0,0,1,3,3,2,10,3,5,3,0,7,6,11,17,37,51,53
april_o'neil,1,1,3,93,26,24,68,69,67,61,82,40,49,49,58,35,51,53
flick-the-thief,0,0,0,0,5,11,24,11,16,2,12,9,9,49,18,15,51,53
foxylilshrink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,53
okami_bark,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,102,50,53
palkia,0,1,9,11,6,13,23,31,30,14,41,62,98,62,88,74,50,53
mashiro_sssinohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,50,53
candy_corn,0,0,1,6,5,3,13,10,13,11,10,18,17,39,32,33,50,53
removing_condom,0,0,0,0,0,0,0,0,0,1,0,2,4,2,12,20,50,53
lightly-san,0,0,0,0,0,0,0,0,0,1,0,0,9,48,57,48,49,53
taco,0,1,0,7,6,9,19,20,30,18,21,20,22,22,43,81,48,53
rubbing_head,0,0,0,0,2,2,0,1,5,82,33,12,4,17,27,45,48,53
humanoid_pov,0,0,0,0,0,0,0,0,5,9,20,25,20,26,33,32,48,53
marcus_gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,53
iguanasarecool,0,0,0,0,0,0,0,0,30,79,88,74,57,56,55,40,47,53
pussy_to_ass,0,0,0,0,4,1,1,3,5,4,7,7,8,19,19,43,46,53
utility_pole,2,0,1,7,3,5,2,2,3,7,11,15,15,33,49,40,46,53
bestiality_marriage,0,0,1,0,3,3,5,12,4,14,6,7,11,22,37,36,46,53
tailtufts,0,0,0,0,0,0,0,0,0,0,0,0,22,164,148,79,45,53
snorting,0,0,1,4,4,3,3,2,4,6,13,22,15,27,28,53,45,53
safety_vest,0,0,0,0,1,0,1,1,1,6,10,19,17,15,16,36,45,53
licking_blood,0,0,0,2,0,0,1,0,0,1,6,3,6,13,15,27,45,53
hand_under_breast,0,0,1,0,1,0,2,0,0,1,0,1,4,15,36,42,44,53
johnwulffe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35,44,53
cocaine,6,0,2,4,8,9,5,4,12,14,13,12,17,16,19,32,44,53
mammary_slits,0,0,1,3,4,3,7,12,35,22,8,15,10,24,24,26,44,53
githyanki,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,44,53
classroom_desk,0,0,0,1,0,1,0,0,0,3,0,2,1,17,21,23,43,53
chode,1,0,0,0,3,2,8,9,8,29,36,28,19,33,56,38,42,53
nintendo_3ds,0,0,0,1,5,10,47,51,57,88,68,55,41,23,21,30,42,53
strays_in_paradise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,53
medicine,1,1,3,6,6,8,9,4,14,16,9,14,23,17,25,22,42,53
textured,0,0,1,1,0,1,0,1,0,2,1,4,5,11,2,21,42,53
maddie_flour,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,73,41,53
confession_booth,0,0,0,0,1,0,2,2,2,0,0,2,6,22,26,70,41,53
sinalanf,0,0,0,0,0,0,0,0,0,0,2,5,14,42,97,68,41,53
saliva_on_hand,0,0,0,0,1,1,0,0,1,1,4,2,2,3,14,55,41,53
ownership,0,1,5,4,15,30,25,45,62,73,74,147,29,14,52,53,41,53
great_horned_owl,0,0,1,1,2,3,2,1,0,10,13,24,10,26,16,24,41,53
yurusa,0,0,0,0,0,0,0,0,0,0,0,0,1,31,123,223,40,53
ookamiwaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,40,53
unusual_position,6,2,8,7,10,10,15,16,14,20,38,50,38,81,85,81,40,53
dragonmaid_sheou,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,69,40,53
fake_breasts,0,0,1,0,3,2,4,1,7,6,13,14,22,33,41,46,40,53
rope_leash,0,0,0,0,0,0,0,1,0,0,6,1,6,10,23,46,40,53
princedragonsfw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,53
ben_(dasherslash),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53
red_kangaroo,0,1,0,3,14,2,6,10,19,45,41,26,17,27,26,151,39,53
infatuation,6,2,8,27,13,32,26,17,17,28,10,8,13,18,25,51,39,53
trumpet,0,1,4,3,6,3,6,9,10,21,15,23,18,34,24,46,39,53
bowl_cut,0,0,0,0,2,0,3,2,3,0,2,7,7,33,32,37,39,53
andromorph/ambiguous,0,0,0,2,1,1,3,4,4,2,8,17,15,14,17,23,39,53
standing_missionary_position,0,0,0,0,0,0,0,0,0,5,0,7,5,25,27,44,38,53
critter_catcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,53
digitigrade_paws,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38,53
mandrill,0,0,0,2,2,10,7,12,14,6,9,9,35,17,47,36,37,53
blue_towel,0,0,0,0,1,0,3,0,4,2,6,2,2,20,20,33,37,53
two_tone_elbow_gloves,2,2,6,4,4,2,2,8,6,5,3,2,7,12,13,25,37,53
frostedscales,0,0,0,0,0,0,0,0,30,5,17,11,7,7,7,12,37,53
color_fox,0,0,0,0,0,0,0,0,0,1,0,1,58,54,22,24,36,53
bruised_belly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,36,53
ghostbusters,0,0,4,18,14,15,10,12,23,29,22,20,15,13,31,58,35,53
fish_tank,1,0,0,1,2,3,6,9,11,9,18,16,8,27,22,34,35,53
ball_and_chain,2,1,2,6,3,11,5,9,10,19,11,17,18,31,31,33,35,53
swarm,2,0,0,4,0,4,0,1,8,10,14,6,3,4,8,20,35,53
small_bulge,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,35,53
zeke_(zekeofgods),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,53
andromorph_penetrating,0,0,0,3,4,1,4,2,3,6,7,7,11,11,18,44,34,53
pyroxtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,34,53
brothel,0,0,1,2,2,4,1,5,11,32,31,18,10,41,28,24,34,53
fishy_fizz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,34,53
freddie_(gundam_build_divers_re:rise),0,0,0,0,0,0,0,0,0,0,0,0,7,25,88,28,33,53
delibird,0,1,8,10,7,4,11,10,4,18,10,33,47,42,42,26,33,53
smeared_lipstick,0,0,0,0,1,1,0,0,4,3,3,8,7,6,12,42,32,53
progress_bar,0,0,0,1,0,0,0,0,0,1,0,13,0,8,23,37,32,53
mackerel,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,32,53
laced_boots,4,2,8,17,7,12,27,5,4,12,8,14,4,9,13,26,32,53
true_bug,1,0,1,1,0,2,1,0,10,11,7,14,7,29,33,22,32,53
arin_(daxhush),0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,29,53
latex_bridal_gauntlets,0,0,0,0,0,0,1,0,0,0,1,0,3,9,9,9,29,53
dodudoru,0,0,0,0,0,0,0,0,0,0,0,0,2,32,78,59,28,53
cattle_taur,0,0,1,3,2,0,2,3,4,3,9,12,12,25,35,41,28,53
saliva_covered,0,1,0,2,0,0,0,1,0,3,1,1,0,1,4,11,28,53
sperm_cell_with_face,0,0,0,1,1,0,1,0,2,4,4,2,8,15,19,23,27,53
graded_belly,0,0,0,0,0,0,0,0,1,0,3,6,8,10,23,25,26,53
offscreen_female,0,0,0,0,0,0,0,0,1,2,0,0,5,1,3,22,26,53
pouty,0,0,0,0,1,1,1,0,11,3,5,3,3,10,16,16,25,53
zortrex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,53
pumbaa,1,0,0,4,1,6,12,7,4,9,11,10,25,23,25,50,24,53
white_sleeves,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,46,24,53
caiman,0,0,0,1,0,2,0,2,4,5,3,5,15,30,16,33,24,53
cracking_knuckles,0,0,0,0,1,1,2,2,5,6,11,15,7,21,28,31,24,53
taka_(artist),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,53
unusual_ears,1,0,1,2,0,0,1,1,0,9,0,1,0,4,7,11,24,53
predicament,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,24,53
nidoran♂,0,2,3,8,12,6,32,24,19,47,15,23,17,24,36,38,23,53
schreckengast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,23,53
holding_trident,1,0,0,1,1,0,1,0,0,3,1,1,3,7,11,22,23,53
animal_slippers,1,1,0,1,1,0,0,0,2,4,2,17,1,3,7,20,23,53
pink_bracelet,0,1,0,0,1,0,1,0,0,0,1,1,0,5,18,10,23,53
orange_belly,1,0,2,0,0,3,4,9,3,6,23,16,16,25,37,34,22,53
pink_belt,1,0,0,1,2,0,0,0,0,1,0,1,2,4,12,19,21,53
